Name,Cuisine,Location,Price,Vegan/Meat,Country,Latitude,Longitude,Address,PostalCode
Azmaya,"Buffet, Japanese",Robertson Quay,$$$,Meat,Singapore,1.2917517,103.8413036,"Robertson Quay, Singapore River, Singapore, Central, 237995, Singapore",237995
Azmaya Honten (Cuppage Plaza),"Buffet, Japanese, Steamboat",Orchard,$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
B FOR BAGEL,"American, Korean, All-Day Breakfast, Cafe, Desserts, Juice, Coffee",Tanglin,$$,Meat,Singapore,1.3060443,103.8152804,"Tanglin, Singapore, Central, Singapore",
Baba Chews Bar and Eatery,Modern Asian,East Coast,$$,Meat,Singapore,1.2973773,103.8771657,"East Coast, Kallang Paya Lebar Expressway, Tanjong Rhu, Kallang, Southeast, 397693, Singapore",397693
Babu's Place,"Bar, Local",Marine Parade,$$$,Meat,Singapore,1.3026889,103.9073952,"Marine Parade, Southeast, Singapore",
Bacaro,"Italian, Vegetarian Friendly, Desserts, Small Bites",Bukit Timah,$$$,Vegan,Singapore,1.3546901,103.7763724,"Bukit Timah Hill, Northwest, 589333, Singapore",589333
Bacatá,South American,Telok Ayer,$$$$$,Meat,Singapore,1.28233605,103.848291,"Telok Ayer, 7, Cross Street, Chinatown, Outram, Singapore, Central, 048424, Singapore",48424
Baci Baci,Italian,Serangoon,$$$,Meat,Singapore,1.34976105,103.8736841,"Serangoon, Upper Serangoon Road, Serangoon, Singapore, Southeast, 534801, Singapore",534801
"Backdrop, The",No,Orchard,$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Badam - Korean Sashimi & Seafood Restaurant,Korean,Tanjong Pagar,$$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
BADARO Korean Seafood,Korean,Tanjong Pagar,$$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Baden Restaurant & Pub,"Bar, German, Western",Holland Village,$$,Meat,Singapore,1.31172195,103.7960797,"Holland Village, 200, Holland Avenue, Bukit Timah, Singapore, Northwest, 278995, Singapore",278995
Bakalaki Greek Taverna,Greek,River Valley,$$$,Meat,Singapore,1.2976832,103.834188,"River Valley, Singapore, Central, Singapore",
Bali Thai (Causeway Point),"Indonesian, Thai, Fusion, Halal Certified",Woodlands,$$,Meat,Singapore,1.436897,103.786216,"Woodlands, Northwest, Singapore",
Bali Thai (IMM),"Indonesian, Thai, Fusion, Halal Certified",Jurong,$$,Meat,Singapore,1.2596598,103.6704396,"Jurong Island, Southwest, Singapore",
Bali Thai (NEX),"Indonesian, Thai, Fusion, Halal Certified",Serangoon,$$,Meat,Singapore,1.34976105,103.8736841,"Serangoon, Upper Serangoon Road, Serangoon, Singapore, Southeast, 534801, Singapore",534801
Bali Thai (Ngee Ann City),"Indonesian, Thai, Fusion, Halal Certified",Orchard,$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Bali Thai (Suntec City),"Indonesian, Thai, Fusion, Halal Certified",Promenade,$$,Meat,Singapore,1.29267315,103.8610155,"Promenade, Temasek Avenue, Suntec City, Downtown Core, Singapore, Central, 038986, Singapore",38986
BAM! Restaurant,"Modern European, Vegetarian Friendly",Tanjong Pagar,$$$$,Vegan,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
BAM! Restaurant,"Modern European, Vegetarian Friendly",Duxton,$$$$,Vegan,Singapore,1.27676955,103.8413183,"The Pinnacle@Duxton, Outram, Singapore, Central, Singapore",
Bangkok Jam (Great World City),"Thai, Fusion, Vegan Friendly",River Valley,$$,Vegan,Singapore,1.2976832,103.834188,"River Valley, Singapore, Central, Singapore",
Bangkok Jam (Marina Square),"Thai, Vegan Friendly",Marina Central,$$,Vegan,Singapore,1.2894104,103.8631253,"Singapore Flyer, Raffles Avenue, Marina Centre, Downtown Core, Singapore, Central, 039799, Singapore",39799
Bangkok Jam (Plaza Singapura),"Thai, Vegan Friendly",Dhoby Ghaut,$$$,Vegan,Singapore,1.29962185,103.8454469,"Dhoby Ghaut, Orchard Road, Museum, Singapore, Central, 238838, Singapore",238838
Bangkok Jam (Plaza Singapura),"Thai, Vegan Friendly",Orchard,$$$,Vegan,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Bangla Lim,Indian,Kallang,$$,Meat,Singapore,1.310759,103.866262,"Kallang, Singapore, Central, Singapore",
Bar & Billiard Room,Italian,City Hall,$$$,Meat,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
Bar Intermezzo,"Bar, Local, Cafe, Asian, Coffee, High Tea",Orchard,$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Bar Milano,Italian,Chinatown,$$$,Meat,Singapore,1.2829435,103.8441517,"Chinatown, Trengganu Street, Chinatown, Outram, Singapore, Central, 058469, Singapore",58469
Bar Soccer,Bar,Kallang,$$,Meat,Singapore,1.310759,103.866262,"Kallang, Singapore, Central, Singapore",
Bar-beque,"Bar, Chinese, Malaysian, Seafood, Local, Peranakan, Zi Char, BBQ",Dhoby Ghaut,$$,Meat,Singapore,1.29962185,103.8454469,"Dhoby Ghaut, Orchard Road, Museum, Singapore, Central, 238838, Singapore",238838
Bar-Roque Grill,"Bar, Modern European, French",Tanjong Pagar,$$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Bar-Roque Grill,"Bar, Modern European, French",Duxton,$$$,Meat,Singapore,1.27676955,103.8413183,"The Pinnacle@Duxton, Outram, Singapore, Central, Singapore",
BAR.CELONA,Spanish,Robertson Quay,$$$,Meat,Singapore,1.2917517,103.8413036,"Robertson Quay, Singapore River, Singapore, Central, 237995, Singapore",237995
Barood,"Bar, Indian, South American",Tanjong Pagar,$$$$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Barossa Steak & Grill,"Bar, Australian, Steakhouse, Burgers",Harbourfront,$$$,Meat,Singapore,1.265362,103.8215518,"HarbourFront, Telok Blangah Road, Bukit Merah, Singapore, Central, 098867, Singapore",98867
Barrio,"Spanish, Vegetarian Friendly",Bukit Timah,$$$,Vegan,Singapore,1.3546901,103.7763724,"Bukit Timah Hill, Northwest, 589333, Singapore",589333
Basilico,"Italian, Vegetarian Friendly",Orchard,$$$$,Vegan,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Basilico,"Italian, Vegetarian Friendly",Tanglin,$$$$,Vegan,Singapore,1.3060443,103.8152804,"Tanglin, Singapore, Central, Singapore",
Baste,"Modern European, Chinese, Thai, French, Spanish, Australian, Fusion, International, Local, Peranakan, Modern Asian, Asian",Chinatown,$$,Meat,Singapore,1.2829435,103.8441517,"Chinatown, Trengganu Street, Chinatown, Outram, Singapore, Central, 058469, Singapore",58469
BBQ Under The Stars,"Bar, Italian, Seafood, All-Day Breakfast, Burgers, BBQ",Bukit Timah,$$$,Meat,Singapore,1.3546901,103.7763724,"Bukit Timah Hill, Northwest, 589333, Singapore",589333
BBQ Under The Stars 2.0 @ SAF Yacht Club Sembawang,"Bar, Italian, Seafood, All-Day Breakfast, Burgers, BBQ",Sembawang,$$,Meat,Singapore,1.4490928,103.8200555,"Sembawang, 11, Canberra Road, Sembawang, Singapore, Northwest, 750350, Singapore",750350
Beach Road Kitchen (JW Marriott Singapore South Beach),"Buffet, Chinese, Indonesian, Italian, International, Seafood, Vegetarian Friendly, Local",City Hall,$$$,Vegan,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
Beach Road Kitchen (JW Marriott Singapore South Beach),"Buffet, Chinese, Indonesian, Italian, International, Seafood, Vegetarian Friendly, Local",Bugis,$$$,Vegan,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Beach Road Kitchen (JW Marriott Singapore South Beach),"Buffet, Chinese, Indonesian, Italian, International, Seafood, Vegetarian Friendly, Local",Marina Central,$$$,Vegan,Singapore,1.2894104,103.8631253,"Singapore Flyer, Raffles Avenue, Marina Centre, Downtown Core, Singapore, Central, 039799, Singapore",39799
Bearded Bella,"Australian, Cafe",Chinatown,$$,Meat,Singapore,1.2829435,103.8441517,"Chinatown, Trengganu Street, Chinatown, Outram, Singapore, Central, 058469, Singapore",58469
Bearded Bella,"Australian, Cafe",Tanjong Pagar,$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Beast & Butterflies,"Bar, Modern European, Modern Asian, Mediterranean",Robertson Quay,$$,Meat,Singapore,1.2917517,103.8413036,"Robertson Quay, Singapore River, Singapore, Central, 237995, Singapore",237995
Beats Bites & Cocktails,"Bar, Modern European, Japanese, Fusion, International, Vegetarian Friendly, Modern Asian",Tanjong Pagar,$$$,Vegan,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Beau Monde de Singapore Wine & Whisky Bar,"Bar, International",Duxton,$$$$$,Meat,Singapore,1.27676955,103.8413183,"The Pinnacle@Duxton, Outram, Singapore, Central, Singapore",
Bedrock Bar & Grill,"American, Steakhouse",Orchard,$$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Bedrock Origin,"Seafood, Steakhouse",Sentosa,$$$$$,Meat,Singapore,1.24894585,103.8343056,"Sentosa, Southwest, Singapore",
Bee Cheng Hiang Grillery,Fusion,Serangoon,$$,Meat,Singapore,1.34976105,103.8736841,"Serangoon, Upper Serangoon Road, Serangoon, Singapore, Southeast, 534801, Singapore",534801
Bee's Knees,"Vegetarian Friendly, Cafe",Bukit Timah,$$,Vegan,Singapore,1.3546901,103.7763724,"Bukit Timah Hill, Northwest, 589333, Singapore",589333
Bee's Knees Urban,"Bar, Modern European, Cafe",Raffles Place,$$,Meat,Singapore,1.2835417,103.8514602,"Raffles Place, Marina Boulevard, Downtown Central, Downtown Core, Singapore, Central, 049247, Singapore",49247
Bei Fang Ren Jia,"Chinese, Seafood, Local, BBQ",Serangoon,$$$,Meat,Singapore,1.34976105,103.8736841,"Serangoon, Upper Serangoon Road, Serangoon, Singapore, Southeast, 534801, Singapore",534801
Beirut Grill,"Middle Eastern, Vegetarian Friendly",Bugis,$$,Vegan,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Bella Pasta,Italian,Robertson Quay,$$$,Meat,Singapore,1.2917517,103.8413036,"Robertson Quay, Singapore River, Singapore, Central, 237995, Singapore",237995
Bella Pizza,Italian,Robertson Quay,$$$,Meat,Singapore,1.2917517,103.8413036,"Robertson Quay, Singapore River, Singapore, Central, 237995, Singapore",237995
Belo Cafe,"Fusion, All-Day Breakfast, Cafe, Burgers",Thomson,$$,Meat,Singapore,1.3777158,103.8295243,"Thomson, Singapore, Central, 579528, Singapore",579528
Beng Hiang Restaurant,Chinese,Jurong,$$$,Meat,Singapore,1.2596598,103.6704396,"Jurong Island, Southwest, Singapore",
Beppu Menkan Restaurant,Japanese,Chinatown,$$,Meat,Singapore,1.2829435,103.8441517,"Chinatown, Trengganu Street, Chinatown, Outram, Singapore, Central, 058469, Singapore",58469
Bernie's Restaurant,American,Serangoon,$$,Meat,Singapore,1.34976105,103.8736841,"Serangoon, Upper Serangoon Road, Serangoon, Singapore, Southeast, 534801, Singapore",534801
"Best Brew, The","International, Local, Burgers, Desserts",Robertson Quay,$$,Meat,Singapore,1.2917517,103.8413036,"Robertson Quay, Singapore River, Singapore, Central, 237995, Singapore",237995
Better Days Cafe & Bar,"Bar, All-Day Breakfast, Cafe, Desserts, Coffee",Bukit Timah,$$,Meat,Singapore,1.3546901,103.7763724,"Bukit Timah Hill, Northwest, 589333, Singapore",589333
Beurre@23,Modern European,Outram,$$$,Meat,Singapore,1.2816642,103.840653,"Outram, Singapore, Central, Singapore",
Bijan Restaurant,"Indonesian, Malaysian, Seafood, Local, Southeast Asian, Peranakan, Halal Certified, Modern Asian, Muslim-Owned",Paya Lebar,$$,Meat,Singapore,1.3174795,103.8923525,"Paya Lebar, Tanjong Katong Road, Geylang, Singapore, Southeast, 400845, Singapore",400845
Binary,"Bar, International, Vegetarian Friendly",Orchard,$$$,Vegan,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Bincho,Japanese,Tiong Bahru,$$$,Meat,Singapore,1.28617925,103.8272252,"Tiong Bahru, 300, Tiong Bahru Road, Bukit Merah, Singapore, Central, 168731, Singapore",168731
Binomio,Spanish,Tanjong Pagar,$$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Binomio,Spanish,Duxton,$$$,Meat,Singapore,1.27676955,103.8413183,"The Pinnacle@Duxton, Outram, Singapore, Central, Singapore",
BIOR THAI RESTAURANT & BAR,"Bar, Thai, Vegetarian Friendly, Zi Char",Raffles Place,$$,Vegan,Singapore,1.2835417,103.8514602,"Raffles Place, Marina Boulevard, Downtown Central, Downtown Core, Singapore, Central, 049247, Singapore",49247
Birds of a Feather,"Bar, Chinese, Fusion",Chinatown,$$$,Meat,Singapore,1.2829435,103.8441517,"Chinatown, Trengganu Street, Chinatown, Outram, Singapore, Central, 058469, Singapore",58469
Birds of a Feather,"Bar, Chinese, Fusion",Telok Ayer,$$$,Meat,Singapore,1.28233605,103.848291,"Telok Ayer, 7, Cross Street, Chinatown, Outram, Singapore, Central, 048424, Singapore",48424
Biseryu Japanese Restaurant,"Japanese, Fusion, Steakhouse, Cafe, Burgers",Orchard,$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Bistro Eminami Halal Vietnam,Vietnamese,Bugis,$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Bistro G,"Modern European, French",Promenade,$$,Meat,Singapore,1.29267315,103.8610155,"Promenade, Temasek Avenue, Suntec City, Downtown Core, Singapore, Central, 038986, Singapore",38986
Black & White Bistro,"Bar, Fusion, International, Cafe, Burgers, Desserts, Western, Juice, Coffee",Balestier,$$$,Meat,Singapore,1.326226,103.8473149,"Balestier, Singapore, Central, 329133, Singapore",329133
Black Marble,"Seafood, Steakhouse, Cafe, Burgers, BBQ",Holland Village,$$,Meat,Singapore,1.31172195,103.7960797,"Holland Village, 200, Holland Avenue, Bukit Timah, Singapore, Northwest, 278995, Singapore",278995
Black Pepper Multicuisine Restaurant Singapore,"Bar, Chinese, Indian, Fusion, Vegetarian Friendly, Small Bites",Serangoon,$$,Vegan,Singapore,1.34976105,103.8736841,"Serangoon, Upper Serangoon Road, Serangoon, Singapore, Southeast, 534801, Singapore",534801
"Blackbird, The","Bar, Steakhouse, Western, Small Bites",Telok Blangah,$$,Meat,Singapore,1.27102005,103.8096948,"Telok Blangah, 463, Telok Blangah Road, Bukit Merah, Singapore, Southwest, 109028, Singapore",109028
Bleu @ Keppel Bay,"French, Seafood",Harbourfront,$$$,Meat,Singapore,1.265362,103.8215518,"HarbourFront, Telok Blangah Road, Bukit Merah, Singapore, Central, 098867, Singapore",98867
Bloom Café and Wine Bar,"Cafe, Asian, Western",Orchard,$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Blu Kouzina (Dempsey),Greek,Dempsey,$$$,Meat,Singapore,1.3045037,103.8100574,"Dempsey Hill, Tanglin, Singapore, Central, Singapore",
Blu Kouzina (Siglap),"Bar, All-Day Breakfast, Greek, Cafe, Burgers, BBQ",East Coast,$$,Meat,Singapore,1.2973773,103.8771657,"East Coast, Kallang Paya Lebar Expressway, Tanjong Rhu, Kallang, Southeast, 397693, Singapore",397693
Blue Jasmine,"Thai, Vegetarian Friendly",Little India,$$,Vegan,Singapore,1.30684265,103.8492736,"Little India, Kerbau Road, Little India, Rochor, Singapore, Central, 219178, Singapore",219178
Blue Lotus Chinese Eating House,"Chinese, Vegetarian Friendly",Sentosa,$$$$,Vegan,Singapore,1.24894585,103.8343056,"Sentosa, Southwest, Singapore",
Bob's Bar,Bar,Sentosa,$$$,Meat,Singapore,1.24894585,103.8343056,"Sentosa, Southwest, Singapore",
Bochinche @ Telok Ayer,"Steakhouse, South American",Telok Ayer,$$$$,Meat,Singapore,1.28233605,103.848291,"Telok Ayer, 7, Cross Street, Chinatown, Outram, Singapore, Central, 048424, Singapore",48424
Bodacious,"Bar, Fusion, Cafe",Buona Vista,$$,Meat,Singapore,1.30660965,103.790751,"Buona Vista, North Buona Vista Road, Rochester Hill, Queenstown, Singapore, Southwest, 139350, Singapore",139350
Boeuf Singapore,"French, Steakhouse",Telok Ayer,$$$,Meat,Singapore,1.28233605,103.848291,"Telok Ayer, 7, Cross Street, Chinatown, Outram, Singapore, Central, 048424, Singapore",48424
"Boiler (Esplanade), The","Seafood, South American, Cajun",Esplanade,$$$,Meat,Singapore,1.29348725,103.8553908,"Esplanade, 90, Bras Basah Road, Suntec City, Downtown Core, Singapore, Central, 189562, Singapore",189562
"Boiler (Howard Road), The","Seafood, South American, Cajun",Paya Lebar,$$$,Meat,Singapore,1.3174795,103.8923525,"Paya Lebar, Tanjong Katong Road, Geylang, Singapore, Southeast, 400845, Singapore",400845
Bombay Garden,"Indian, Local",Dempsey,$$$,Meat,Singapore,1.3045037,103.8100574,"Dempsey Hill, Tanglin, Singapore, Central, Singapore",
Bones 'n Barrels (Sentosa),"Indian, Fusion, International",Harbourfront,$$,Meat,Singapore,1.265362,103.8215518,"HarbourFront, Telok Blangah Road, Bukit Merah, Singapore, Central, 098867, Singapore",98867
Bones 'n Barrels (Sentosa),"Indian, Fusion, International",Sentosa,$$,Meat,Singapore,1.24894585,103.8343056,"Sentosa, Southwest, Singapore",
Bornga (Suntec City),"Korean, BBQ",Promenade,$$$,Meat,Singapore,1.29267315,103.8610155,"Promenade, Temasek Avenue, Suntec City, Downtown Core, Singapore, Central, 038986, Singapore",38986
Bornga (VivoCity),"Korean, BBQ",Harbourfront,$$$,Meat,Singapore,1.265362,103.8215518,"HarbourFront, Telok Blangah Road, Bukit Merah, Singapore, Central, 098867, Singapore",98867
Botan Japanese Restaurant,Japanese,Telok Ayer,$$,Meat,Singapore,1.28233605,103.848291,"Telok Ayer, 7, Cross Street, Chinatown, Outram, Singapore, Central, 048424, Singapore",48424
Botanico at The Garage,"Bar, Modern European",Bukit Timah,$$$$,Meat,Singapore,1.3546901,103.7763724,"Bukit Timah Hill, Northwest, 589333, Singapore",589333
Box n Sticks,Japanese,Bugis,$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Braci,"Italian, Vegetarian Friendly",Boat Quay,$$$$,Vegan,Singapore,1.2884676,103.849337,"Boat Quay, Clarke Quay, Singapore River, Singapore, Central, 049866, Singapore",49866
Braci,"Italian, Vegetarian Friendly",Raffles Place,$$$$,Vegan,Singapore,1.2835417,103.8514602,"Raffles Place, Marina Boulevard, Downtown Central, Downtown Core, Singapore, Central, 049247, Singapore",49247
Braci,"Italian, Vegetarian Friendly",Clarke Quay,$$$$,Vegan,Singapore,1.2887582,103.8466978,"Clarke Quay, 6, Eu Tong Sen Street, Clarke Quay, Singapore River, Singapore, Central, 059817, Singapore",59817
Brasserie Les Saveurs (The St. Regis Singapore),"Modern European, French, Vegetarian Friendly, High Tea",Tanglin,$$$$,Vegan,Singapore,1.3060443,103.8152804,"Tanglin, Singapore, Central, Singapore",
Brauhaus Restaurant & Pub,"Bar, German",Newton,$$$,Meat,Singapore,1.31318325,103.8380402,"Newton, Scotts Road, Cairnhill, Newton, Singapore, Central, 228234, Singapore",228234
