drink volume,drink name,attributes,energy,trans fat,protein,total fat,saturated fat,cholesterol,carbohydrate,sugars,dietary fibre,sodium,calcium,iron,vitamin c,vitamin b2,potassium,chloride,phosphate,monounsaturated fat,polyunsaturated fat,sugar,tea polyphenols,total sugar,trans fatty acid,total sugars,niacin,vitamin a,vitamin b1,vitamin d,vitamin e,thiamine (vitamin b1),riboflavin (vitamin b2),vitamin b6,folic acid,vitamin b12,biotin,pantothenic acid,zinc,beta carotene,lactose,fat,tea polyphenois,added sugars,calories,calories from fat,vitamin b3,vitamin d3,magnesium,thiamine,riboflavin,niacin (b3),riboflavin (vit b2),nicotinamide,total carbohydrate,sucrose,natrium / sodium,salt,catechin (mg),omega 6,omega 3,niacinamide,vitamin,per serving,carbohydrates,fibre,fiber,glucose,maltose,dietary fibre,phosphorus,vitamin b,macing,fats,total carbohydrates,phosphorous,vitamin k,choline,manganese,copper,iodine,total fats,added sugar,calorie,serving per,saturated fat,trans fat,proteins,bicarbonates,sulphates,chlorides,silica,nitrates,flourides,ion,fluorides,acai extract,blueberry extract,pomegranate extract,sulfates,ph value,total dissolved solids,ats,serving size: 4.5 tbsp,servings per container,saturated fats,vit d,catechin,antioxidant,theanine,water,ash,folate,asorbic acid,per serving size,salt equivalent,caffeine,total fat,dietry fibre,calories from fat,total energy,amount per,saturated fats,total carboyhdrate,dietary fiber,carbohyrate,anthocyanins,thiamin,saturates,includes added sugars,fat,sugars,saturates,fats,saturaed fat,total calories,dietary fiber,energy from fat,monounsaturated fatty acid,polyunsaturated fatty acid,saturated fatty acid,cholestrol,unsaturated fat,saturated,natrium,lipids,phosphrous,polyphenois,per,saturates fat,total carb,caffeine content,saturatedfat,of which saturated fats,of which sugars,fibres,total calorieso,calories from saturated fat,salt (sodium),serving,totalsugers,monosaturated fat,satutated fat,total dietary fiber,enery
40 g,zestiva kyoho grape oolong tea (loose tea leaves),per serving (),,,,,,,,,,0mg,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36 g,zestiva dong ding oolong tea (12 tea bag),per serving (),,,,,,,,,,0mg,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250 ml,bootstrap beverages hojicha cold brew tea,per serving (),0j,,,0g,,,,,,,0mg,,,,,,,,,2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400 g,alitea warung teh tarik,per serving (),85kcal,,0.7g,2.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400g,cha tra mue extra gold premium tea powder - vanilla,per serving (2),,,,65g,,300mg,,,,2400mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 x 30g,nature's superfoods ceremonial matcha powder green tea,per serving (1g),0.01kcal,,1g,,,0mg,,0g,0g,0mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2g,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 l,minor figures organic barista chai concentrate,per serving (),105kj,,0g,,,,6g,6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216 g,kim's duet instant chrysanthemum,per serving (8.6g),35g,,,,,,,,,,,,,,,,,,,8.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.89l,sunkist fruit bottle juice - apple,per serving (100ml),42kcal,0.0g,0.2g,0.0g,0.0g,0mg,10.4g,,0.0g,7mg,,,36.0mg,,,,,,,,,,,9.9g,,,0.3mg,,,,,0.8mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.89l,sunkist fruit bottle juice - orange,per serving (250ml),108kcal,0.0g,0.5g,0.0g,0.0g,0mg,26.3g,,0.3g,13mg,,,150.0mg,,,,,,,,,,,24.8g,,470mcg,,,3.8mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946ml,f&n nutriwell reduced sugar drink - chrysanthemum & wolfberry,per serving (250ml),65kcal,,0g,0g,0g,0mg,15.5g,15g,0g,18mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1l,marigold 100% packet juice - tropical fruits,per serving (250ml),118kcal,,1.3g,0g,0g,0mg,28.3g,,0g,5mg,,,38mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5l,minute maid plus+ fruit drink - orange,per serving (240ml),103kcal,,0g,0g,,,25.4g,22.3g,,29mg,,,6mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 x 200ml,marigold 100% packet juice - berries mixed fruits,per serving (200ml),97kcal,0.0g,0.6g,0.0g,0.0g,0mg,23.6g,,0.0g,10mg,,,18mg,,,,,,,,,22.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946ml,del monte premium fruit bottle juice - cranberry,per serving (240ml),118kcal,0g,0.2g,0g,0g,,,,0.2g,22mg,,,,,,,,,,,,,,29.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946ml,sunsweet 100% prune bottle juice,per serving (100ml),76kcal,0g,0.7g,0g,0g,0g,18.8g,17.7g,1.1g,4mg,13mg,1.3mg,,,298mg,,,,,,,,,,,0.3mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 x 140ml,you-c1000 vitamin bottle drink - lemon,per serving (140ml),65kcal,,0g,0g,,,16g,16g,,99mg,,,"1,000mg",,,,,,,,,,,,,,,,2.3mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3mg,,,,,,,,,,11mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5l,pokka bottle drink - fresh pomegranate juice,per serving (250ml),103kcal,,0.0g,0.0g,0.0g,,25.5g,,,,,,147.5mg,,,,,,,,,22.5g,,,,,,,4.20mg,,,,,,,,,,,,,,,,3.38mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000mcg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946ml,"del monte premium prune bottle juice - vitamin a, c, e",per serving (100ml),64kcal,0g,0.7g,0g,0g,,,,1.4g,18mg,,,60mg,,,,,,,,,,,10.0g,,241 µg re,,,3.7mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5l,florida's natural 100% orange juice - no pulp & calcium,per serving (240ml),,,2g,0g,,,26g,22g,,0mg,35%,,120%,,450mg,,,,,,,,,,,,,25%,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15%,,,,,,,,,,,,,,,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946ml,ligo brand bottle juice - prune,per serving (240ml),570kj,0g,2g,0g,0g,0mg,41g,22g,1g,10mg,,5%,15%,,,,,,,,,,,,,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1l,ceres 100% fruit juice - cranberry,per serving (200ml),96kcal,0g,0g,0g,0g,,22g,22g,0g,10mg,,,12mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946ml,del monte premium prune bottle juice - calcium & folic acid,per serving (100ml),67kcal,0g,0.7g,0g,0g,,,,1.1g,19mg,83mg,,,,,,,,,,,,,9.9g,,,,,,,,,43 µg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1l,ceres 100% juice blend packet drink - ruby grapefruit,per serving (200ml),470kj,0g,0g,0g,0g,,26g,26g,0g,5mg,,,60mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750ml,royal select sparkling juice - red grape,per serving,68kcal,,0g,0g,,,17g,17g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1l,tipco 100% coconut water,per serving (200ml),45kcal,,0.4g,0g,0g,0mg,11.2g,10.1g,0g,36mg,,,,,348mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 x 140ml (ctn),you-c1000 vitamin bottle drink - orange,per serving (140ml),78kcal,,0.0g,0.0g,0.0g,,19.5g,19.5g,,61mg,,,1000mg,,,,,,,,,,,,,,,,2.3mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750 ml,marks & spencer lemon squash,per serving (),1kcal,,0.1g,,0.1g,,0.1g,,,,,,,,,,,,,0.1g,,,,,,,,,,,,,,,,,,,,0.1g,,,,,,,,,,,,,,,,0.03g,,,,,,,,0.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 l,del monte 100% pineapple juice w vit ac&e,per serving (),,,0g,,,0mg,,23g,,5mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,120kcal,,,,,,,,,,,,,,,,,,,,29g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946ml,r.w. knudsen family organic 100% bottle juice - just prune,per serving (240ml),,,1g,0g,0g,,,,3g,15mg,,2mg,,,644mg,,,,,,,,,35g,,,,,,,,,,,,,,,,,,,180kcal,,,,,,,,,,46g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 x 240ml,del monte pineapple juice w/fibre - bundle of 2,per serving (),,,0g,,,0mg,,22g,,5mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,120kcal,,,,,,,,,,,,,,,,,,,,29g,,4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 l,marks & spencer cloudy apple juice,per serving (),43kcal,,0.1g,,0.1g,,10.2g,,,,,,,,,,,,,10.2g,,,,,,,,,,,,,,,,,,,,0.1g,,,,,,,,,,,,,,,,0.01g,,,,,,,,0.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 l,marks & spencer lemon & lime high juice,per serving (),3kcal,,0.1g,,0.1g,,0.2g,,,,,,,,,,,,,0.2g,,,,,,,,,,,,,,,,,,,,0.1g,,,,,,,,,,,,,,,,0.05g,,,,,,,,0.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 l,marks & spencer smooth orange juice,per serving (),40kcal,,0.9g,,0.1g,,9g,,,,,,,,,,,,,9g,,,,,,,,,,,,,,,,,,,,0.1g,,,,,,,,,,,,,,,,0.01g,,,,,,,,0.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 x 355ml,harmless harvest organic coconut water 6 x 355ml,per serving (0g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,20g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750 ml,aureli pure juice - blueberry red beet purple carrot apple,per serving (0.5g),32kcal,,0.5g,,,,7.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03g,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5g,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750 ml,james white organic pure juice - red beetroot with ginger,per serving (0.9g),31kcal,,0.9g,,,,6.8g,,,,,,,,,,,,,5g,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,0.08g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 x 330ml,cocoloco coconut water,per serving (),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6g,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750 ml,aureli organic pure juice - carrot,per serving (0.6g),35kcal,,0.6g,,,,8.1g,6.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1g,,,,,,,,,,,,,,,,0.01g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500 ml,cococoast natural coconut water with yuzu,per serving (250),92kj,,0g,,0g,,5.5g,,,25mg,,,,,82mg,,,,,,,,,5g,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,100ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750 ml,james white organic mixed vegetable juice,per serving (0.7g),27kcal,,0.7g,,,,5.8g,,,,,,,,,,,,,4.7g,,,,,,,,,,,,,,,,,,,,0.1g,,,,,,,,,,,,,,,,0.04g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500 ml,cococoast natural coconut water with passionfruit,per serving (250),92kj,,0g,,0g,,5.5g,,,25mg,,,,,85mg,,,,,,,,,5g,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,100ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 l,marks & spencer apple juice from concentrate,per serving (),44kcal,,0.1g,,0.1g,,10.3g,,,,,,,,,,,,,10.3g,,,,,,,,,,,,,,,,,,,,0.1g,,,,,,,,,,,,,,,,0.1g,,,,,,,,0.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500 ml,cococoast natural coconut water,per serving (250),92kj,,0g,,0g,,5.5g,,,25mg,,,,,95mg,,,,,,,,,5g,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,100ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500 ml,cococoast natural coconut water with lychee,per serving (250),92kj,,0g,,0g,,5.5g,,,25mg,,,,,82mg,,,,,,,,,5g,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,100ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 x 325ml,sundrop lime juice 325ml x 24 cans,per serving (),,,,,,,,5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 l,marks & spencer pink grapefruit high juice,per serving (),5kcal,,0.1g,,0.1g,,1g,,,,,,,,,,,,,1g,,,,,,,,,,,,,,,,,,,,0.1g,,,,,,,,,,,,,,,,0.03g,,,,,,,,0.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 x 500ml,cococoast natural coconut water with ginger,per serving (250),92kj,,0g,,0g,,6g,,,20mg,,,,,95mg,,,,,,,,,5.5g,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,100ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 x 1l,the berry company pomegranate juice,per serving (100ml),,,,,,,10.2g,9.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 x 1l,the berry company goji berry juice,per serving (100ml),,,,,,,10g,9.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 x 1l,the berry company acai berry juice,per serving (100ml),,,,,,,10.2g,9.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 x 325ml,sundrop orange juice (325ml x 4 cans) - pack of 2,per serving (),,,,,,,,5.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 x 325ml,sundrop lime juice (325ml x 4 cans) - pack of 2,per serving (),,,,,,,,5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 x 325ml,sundrop orange juice 325ml x 24 cans,per serving (),,,,,,,,5.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 x 200ml,marks & spencer percy pig fruit juice drink,per serving (),46kcal,,0.4g,,0.1g,,10.3g,,,,,,,,,,,,,10.3g,,,,,,,,,,,,,,,,,,,,0.1g,,,,,,,,,,,,,,,,0.01g,,,,,,,,0.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330 ml,wolf + wald organic sparkling apple juice,per serving (330),,,0.1g,0.1g,,,,,,0g,,,,,,,,,,,,,,5.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24kcal,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250 ml,muno organic 100% sea buckthorn juice,per serving (100),236kj,,,,,,,5.5g,,0.02g,,,78.5mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4g,,2g,,,,,,,0.65g,,,,,,,,,,,,,,1.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 x 580ml,bomy bomy grape juice,per serving (),,,0g,,,,,,,,,,,,,,,,,29.0g,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2l,marigold peel fresh bottle juice - lime,per serving (250ml),110kcal,,0g,0g,0g,0mg,27.3g,,0g,20mg,,,38mg,,,,,,,,,,,,,500mcg,,,8mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392g,milkmaid sweetened condensed milk - full cream (high calcium),per serving (20g),65kcal,,1.4g,1.6g,,,11.2g,,,,52mg,,,,,,,,,,,,,,,42µg,0.2mg,,,,,,,,,,,,,,,,,,,0.6µg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
