Drink Volume,Drink Name,Attributes,Energy,Trans Fat,Protein,Total Fat,Saturated Fat,Cholesterol,Carbohydrate,Sugars,Dietary Fibre,Sodium,Calcium,Iron,Vitamin C,Vitamin B2,Potassium,Chloride,Phosphate,Monounsaturated Fat,Polyunsaturated Fat,Sugar,Tea Polyphenols,Total Sugar,Trans Fatty Acid,Total Sugars,Niacin,Vitamin A,Vitamin B1,Vitamin D,Vitamin E,Thiamine (Vitamin B1),Riboflavin (Vitamin B2),Vitamin B6,Folic Acid,Vitamin B12,Biotin,Pantothenic Acid,Zinc,Beta Carotene,Lactose,Fat,Tea Polyphenois,Added Sugars,Calories,Calories from Fat,Vitamin B3,Vitamin D3,Magnesium,Thiamine,Riboflavin,Niacin (B3),Riboflavin (Vit B2),Nicotinamide,Total Carbohydrate,Sucrose,Natrium / Sodium,Salt,Catechin (mg),Omega 6,Omega 3,Niacinamide,Vitamin,Per Serving,Carbohydrates,Fibre,Fiber,Glucose,Maltose,Dietary fibre,Phosphorus,Vitamin B,Macing,Fats,Total Carbohydrates,Phosphorous,Vitamin K,Choline,Manganese,Copper,Iodine,Total Fats,Added Sugar,Calorie,Serving Per,Saturated fat,Trans fat,Proteins,Bicarbonates,Sulphates,Chlorides,Silica,Nitrates,Flourides,Ion,Fluorides,Acai Extract,Blueberry Extract,Pomegranate Extract,Sulfates,pH Value,Total Dissolved Solids,ats,Serving Size: 4.5 tbsp,Servings per container,Saturated Fats,Vit D,Catechin,Antioxidant,Theanine,Water,Ash,Folate,Asorbic Acid,Per Serving Size,Salt equivalent,Caffeine,Total fat,Dietry fibre,Calories From Fat,Total Energy,Amount per,Saturated fats,Total Carboyhdrate,Dietary fiber,Carbohyrate,Anthocyanins,Thiamin,Saturates,Includes Added Sugars,fat,sugars,saturates,fats,Saturaed Fat,Total Calories,Dietary Fiber,Energy from Fat,Monounsaturated Fatty Acid,Polyunsaturated Fatty Acid,Saturated Fatty Acid,Cholestrol,Unsaturated Fat,Saturated,Natrium,Lipids,Phosphrous,Polyphenois,Per,Saturates Fat,Total Carb,Caffeine Content,SaturatedFat,of which saturated fats,of which sugars,Fibres,Total Calorieso,Calories From Saturated Fat,Salt (Sodium),Serving,TotalSugers,Monosaturated Fat,Satutated Fat,Total Dietary Fiber,Enery
12 per pack,Starbucks Coffee Capsules - Caramel Macchiato,Per Serving (100g),416kcal,,14.3g,17.7g,10.2g,,,37.8g,10.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4g,,,,,,,41.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 x 12g,Nescafe Dolce Gusto Beverage Capsules - Latte Macchiato,Per Serving (220ml),98kcal,0g,4.5g,4.5g,3g,17mg,9.6g,8.3g,0.5g,59.2mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 x 30g,Old Town Nanyang Instant White Coffee O - Sugar Added,Per Serving (100ml),250kJ,,0.6g,0.5g,0.2g,,,9.0g,,20mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 x 52g,Lor Espresso Aluminium Capsules - Supermo,Per Serving (100ml),1kcal,,0.2g,,,,0.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 x 52g,Lor Espresso Aluminium Capsules - Ristretto,Per Serving (100ml),1kcal,,0.2g,,,,0.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 x 19g,Gold Roast Kopi O - Sugar,Per Serving (19g),48kcal,0g,0g,0g,0g,0mg,12g,11g,0g,6mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50g,Nescafe Classic,Per Serving (2g),6kcal / 23kJ,,0.4g,0g,,0mg,0.8g,,0.4g,0.2mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 x 10g,FairPrice Instant Traditional Black Coffee - Kopi-O Kosong,Per Serving (10g),41kcal,0g,1.1g,0.7g,0.3g,0mg,7.6g,2.3g,5.1g,22mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 x 12g,Owl 2 in 1 Instant Coffee with Creamer,Per Serving (12g),61kcal,0g,0.9g,3.2g,3.2g,0mg,7.2g,1.9g,0.1g,40mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200g,Nescafe Instant Soluble Coffee Jar - Gold Intense,Per Serving 28g,6kCal,0,0.4g,0g,0g,0mg,0.8g,0.1g,0.4g,0.6mg,,,,,,,,0g,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240ml,Nescafe Milk Coffee Can Drink - Original,Per Serving (240),415kJ,,2.4g,1.9g,,,18g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9g,,,,,,,,,,,,,,,10.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 per pack,Lor Espresso Aluminium Capsules - India Karnataka,Per Serving (100ml),1kcal,,0.2g,,,,0.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95g,Moccona Flavour Infused Coffee - A Hint of Hazelnut ,Per Serving (100g),135kcal,,15.1g,0.2g,0.1g,,6.1g,3.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4175g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200g,Boncafe Whole Bean Coffee - All Day,Per Serving (13g),443kcal,0g,2g,1.5g,1g,0mg,9g,0g,6g,0mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200g,Boncafe Whole Bean Coffee - Espresso,Per Serving (13g),7kcal,0.0g,0.9g,0.0g,0.0g,0mg,0.9g,,0.2g,4mg,,,,,,,,,,,,,,0.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50g,Boncafe Instant Coffee Powder - Decaffeinated,Per Serving (100g),286kcal,,15.9g,0.4g,0.2g,0mg,54.8g,11.5g,15.2g,356mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 x 18g,Gold Kili 2 in 1 Instant White Coffee - Espressccino  ,Per Serving (100g),,,1g,4.5g,,,11g,2g,1g,25mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4g,,,,,,,,,,,,,,,,,,,,,
10 x 52g,Lor Espresso Aluminium Coffee Capsules - Ristretto (Decafinated),Per Serving (100ml),1kcal,,0.2g,,,,0.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 x 8g,Nescafe Dolce Gusto Beverage Capsules - Espresso Intenso,Per Serving (50ml),4kcal,0g,0.4g,0.1g,0.1g,0mg,0g,0g,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225 G,Killiney Killiney Kopi-O Kosong,Per Serving (2g),,0g,2g,1.2g,0.6g,0mg,,0.8g,1.3g,37mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200g,Boncafe Whole Bean Coffee - Mocca,Per Serving (13g),7kcal,0.0g,0.9g,0.0g,0.0g,0mg,1.1g,,0.2g,4mg,,,,,,,,,,,,,,0.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200g,Boncafe Ground Coffee Powder - Colombiana,Per Serving (13g),,0g,,1.5g,1g,0mg,9g,0g,6g,0mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 x 20g,Indocafe 3 in 1 Instant Coffee Mix - Special Blend,Per Serving (55g),,,8g,1g,0.5g,45mg,1g,1g,0g,280mg,15%,6%,2%,,,,,,,,,,,,,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 pc,Punto Italia Espresso Nespresso Coffee Pods Intenso,Per Serving (100g),,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100g,UCC The Blend Instant Coffee Powder - 118 (Strong),Per Serving,6.8kcal,0g,0.4g,0g,0g,,1.3g,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8g,,,,,,,,,,,,,,,,,,,,
112 G,UCC Craftsman's Coffee Drip Cof Sweet Fragrance Rich Blend 16,Per Serving (),,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330 G,Killiney Kopi-O Siew Dai,Per Serving (2.8g),,0g,2.8g,1.5g,0.7g,0mg,,10.3g,2.2g,36mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112 G,UCC Craftsman's Coffee Drip Coffee Deep Rich Special Blend 16,Per Serving (),,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 pc,Punto Italia Espresso Dolce Gusto Coffee Pods Cappuccino,Per Serving (100g),,,,,,,,8.16g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100g,Moccona Classic Freeze Dried Instant Coffee - Dark Roast,Per Serving (100g),135kcal,,15.1g,0.2g,0.1g,,6.1g,3.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4175g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 pc,Punto Italia Espresso Nespresso Coffee Pods Lungo Crema,Per Serving (100g),,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 pc,Podista Nespresso Coffee Pods Supremo,Per Serving (100g),,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 pc,Punto Italia Espresso Dolce Gusto Coffee Pods Superiore,Per Serving (100g),,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90 G,UCC Craftsman's Coffee Instant Coffee Bittersweet Taste,Per Serving (),,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 X 200G,Bru Original,Per Serving (),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 x 465g (CTN),Nescafe Instant Ipoh White Coffee - Gao Siew Dai,Per Serving (31g),139kcal,,0.5g,4.5g,,,24.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480 G,Mycofe 3 in 1 Ipoh White Coffee,Per Serving (40),180kcal,,1g,,,,30g,,,,,,,,,,,,,24g,,,,,,,,,,,,,,,,,,,,6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 X 100G,UCC The Blend 118 Strong Taste Instant Coffee,Per Serving (),,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80 G,AGF Maxim Freeze Dried Instant Coffee Bottle,Per Serving (),,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100g,Moccona Instant Coffee - Espreso Style,Per Serving (100g),135kcal,,15.1g,0.2g,0.1g,,6.1g,3.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4175g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 X 180ML,137 DEGREES Iced Coffee Latte with Almond Milk,Per Serving (),,,2g,,,0mg,,4g,,30mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7g,,,,,1345mg,,,,,,,,,,,,,,,,,,,,,,,,,,1.5g,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5g,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Killiney 2-in-1 White Coffee Trio Bundle,Per Serving (1.3g),,,1.3g,,6.4g,,,1.7g,,25mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138kcal,,,,,,,,,,,,,,,,,,,,18.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 x 25g,Gold Choice Instant White Coffee - Cappuccino,Per Serving (),,0g,1g,4g,4g,0mg,,13.0g,1.0g,19mg,24mg,0.6mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 x 30g,Yes Natural Instant Coffee - Brown Rice,Per Serving (100g),,0g,4g,4.5g,4.5g,,20mg,4g,1g,20mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100g,Boncafe Instant Coffee Powder - Decafeinated,Per Serving (2g),6kcal,0g,0.3g,0g,0g,0mg,1.1g,0.2g,0.3g,7mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120 G,Killiney Kopi Latte (Dolce Gusto Compatible Capsule Pods),Per Serving (12),54kcal,,0.3g,,1.9g,,,,0.2g,10mg,,,,,,,,,,,,4.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500 G,Kim Guan Guan Singapore Original Traditional Coffee Powder,Per Serving (250),8kcl,,0.6g,,,,,,0.1g,5.0mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250 G,Cafe specialists Traditional Kopi Shop Ground Coffee Powder,Per Serving (2.5g),50kcal,,2.5g,,,,12.5g,,,25mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108 G,AGF Blendy Potion Coffee 6P,Per Serving (),,,0.3g,,,,,,,,,,,,62mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2g,,,,,,,,,,,,,,,,,,,9kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05g,61mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,5mg,322mg,,,,,,,,,,,,,,,,,
250 G,illy Ground Espresso Decaf Classico Coffee - Medium Roast,Per Serving (100g),313kcal,,14g,,,,10g,,,0.02g,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,11g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100g,3.2g,,,,,,,,,,,,,,,
414 G,Frenche Roast Indulgence Tiramisu Latte,Per Serving (),96kcal,,1.1g,2.0g,,,,,,,,,,,,,,,,,,15.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 pc,Punto Italia Espresso Nespresso Choco Pods Cioccolata Classic,Per Serving (100g),,,,,,,,4.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250 G,illy Whole Bean Arabica Selection Guatemala,Per Serving (100g),344kcal,,17g,,,,12g,,,0g,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,14g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100g,6.2g,,,,,,,,,,,,,,,
12 pc,Punto Italia Espresso Dolce Gusto Coffee Pods Intenso,Per Serving (100g),,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500 G,Giovannini Speciale N.1 - Fresh Espresso Coffee Beans,Per Serving (),,,,,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300 G,Biogreen Biogreen Dream Coffee Oatmilk,Per Serving (),,,4g,0.7g,0.1g,,23.3g,,0.7g,14.4mg,,,,,,,,,,,,8.7g,,,,,,,,,,,,,,,,,,,,,489.53kj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 X 330G,Killiney Kopi-O Siew Dai Trio,Per Serving (22),,0g,2.8g,1.5g,0.7g,0mg,,10.3g,2.2g,36mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
